"","year","block","plot_letter","plot_number","round","species_long","species_flarea","block_plot","block_plot_round","block_plot_round_year","species_block_plot_round_year"
"1271",2,2,"A",4,1,"Scrophularia_lanceolata",12.3477157656693,"2,A,4","2,A,4,1","2,A,4,1,2","Scrophularia_lanceolata,2,A,4,1,2"
"1272",2,2,"B",11,1,"Scrophularia_lanceolata",5.08435355056972,"2,B,11","2,B,11,1","2,B,11,1,2","Scrophularia_lanceolata,2,B,11,1,2"
"1273",2,3,"A",11,1,"Scrophularia_lanceolata",2.54217677528486,"3,A,11","3,A,11,1","3,A,11,1,2","Scrophularia_lanceolata,3,A,11,1,2"
"1274",2,3,"A",15,1,"Scrophularia_lanceolata",5.81068977207968,"3,A,15","3,A,15,1","3,A,15,1,2","Scrophularia_lanceolata,3,A,15,1,2"
"1275",2,3,"A",8,1,"Scrophularia_lanceolata",141.998731305197,"3,A,8","3,A,8,1","3,A,8,1,2","Scrophularia_lanceolata,3,A,8,1,2"
"1276",2,3,"A",9,1,"Scrophularia_lanceolata",10.5318752118944,"3,A,9","3,A,9,1","3,A,9,1,2","Scrophularia_lanceolata,3,A,9,1,2"
"1277",2,3,"B",1,1,"Scrophularia_lanceolata",5.08435355056972,"3,B,1","3,B,1,1","3,B,1,1,2","Scrophularia_lanceolata,3,B,1,1,2"
"1278",2,3,"B",12,1,"Scrophularia_lanceolata",10.8950433226494,"3,B,12","3,B,12,1","3,B,12,1,2","Scrophularia_lanceolata,3,B,12,1,2"
"1279",2,3,"B",6,1,"Scrophularia_lanceolata",0.72633622150996,"3,B,6","3,B,6,1","3,B,6,1,2","Scrophularia_lanceolata,3,B,6,1,2"
"1280",2,3,"B",8,1,"Scrophularia_lanceolata",20.7005823130339,"3,B,8","3,B,8,1","3,B,8,1,2","Scrophularia_lanceolata,3,B,8,1,2"
"1281",2,3,"C",10,1,"Scrophularia_lanceolata",1.8158405537749,"3,C,10","3,C,10,1","3,C,10,1,2","Scrophularia_lanceolata,3,C,10,1,2"
"1282",2,4,"A",11,1,"Scrophularia_lanceolata",3.6316811075498,"4,A,11","4,A,11,1","4,A,11,1,2","Scrophularia_lanceolata,4,A,11,1,2"
"1283",2,4,"A",14,1,"Scrophularia_lanceolata",2.17900866452988,"4,A,14","4,A,14,1","4,A,14,1,2","Scrophularia_lanceolata,4,A,14,1,2"
"1284",2,4,"B",6,1,"Scrophularia_lanceolata",3.99484921830478,"4,B,6","4,B,6,1","4,B,6,1,2","Scrophularia_lanceolata,4,B,6,1,2"
"1285",2,4,"D",12,1,"Scrophularia_lanceolata",8.35286654736454,"4,D,12","4,D,12,1","4,D,12,1,2","Scrophularia_lanceolata,4,D,12,1,2"
"1286",2,5,"A",13,1,"Scrophularia_lanceolata",2.90534488603984,"5,A,13","5,A,13,1","5,A,13,1,2","Scrophularia_lanceolata,5,A,13,1,2"
"1287",2,5,"B",4,1,"Scrophularia_lanceolata",13.0740519871793,"5,B,4","5,B,4,1","5,B,4,1,2","Scrophularia_lanceolata,5,B,4,1,2"
"1288",2,5,"C",11,1,"Scrophularia_lanceolata",0.72633622150996,"5,C,11","5,C,11,1","5,C,11,1,2","Scrophularia_lanceolata,5,C,11,1,2"
"1289",2,5,"C",9,1,"Scrophularia_lanceolata",5.08435355056972,"5,C,9","5,C,9,1","5,C,9,1,2","Scrophularia_lanceolata,5,C,9,1,2"
"1290",2,5,"D",6,1,"Scrophularia_lanceolata",5.81068977207968,"5,D,6","5,D,6,1","5,D,6,1,2","Scrophularia_lanceolata,5,D,6,1,2"
"1291",2,5,"D",8,1,"Scrophularia_lanceolata",5.4475216613247,"5,D,8","5,D,8,1","5,D,8,1,2","Scrophularia_lanceolata,5,D,8,1,2"
"1292",2,7,"B",4,1,"Scrophularia_lanceolata",1.8158405537749,"7,B,4","7,B,4,1","7,B,4,1,2","Scrophularia_lanceolata,7,B,4,1,2"
"1293",2,7,"D",9,1,"Scrophularia_lanceolata",18.158405537749,"7,D,9","7,D,9,1","7,D,9,1,2","Scrophularia_lanceolata,7,D,9,1,2"
"1294",2,1,"D",9,4,"Symphyotrichum_laeve",7.29854805281982,"1,D,9","1,D,9,4","1,D,9,4,2","Symphyotrichum_laeve,1,D,9,4,2"
"1295",2,2,"A",2,4,"Symphyotrichum_laeve",43.7912883169189,"2,A,2","2,A,2,4","2,A,2,4,2","Symphyotrichum_laeve,2,A,2,4,2"
"1296",2,2,"C",8,4,"Symphyotrichum_laeve",12.1642467546997,"2,C,8","2,C,8,4","2,C,8,4,2","Symphyotrichum_laeve,2,C,8,4,2"
"1297",2,2,"D",14,4,"Symphyotrichum_laeve",12.1642467546997,"2,D,14","2,D,14,4","2,D,14,4,2","Symphyotrichum_laeve,2,D,14,4,2"
"1298",2,2,"D",4,4,"Symphyotrichum_laeve",4.86569870187988,"2,D,4","2,D,4,4","2,D,4,4,2","Symphyotrichum_laeve,2,D,4,4,2"
"1299",2,3,"A",14,4,"Symphyotrichum_laeve",7.29854805281982,"3,A,14","3,A,14,4","3,A,14,4,2","Symphyotrichum_laeve,3,A,14,4,2"
"1300",2,3,"C",9,4,"Symphyotrichum_laeve",4.86569870187988,"3,C,9","3,C,9,4","3,C,9,4,2","Symphyotrichum_laeve,3,C,9,4,2"
"1301",2,3,"D",9,4,"Symphyotrichum_laeve",2.43284935093994,"3,D,9","3,D,9,4","3,D,9,4,2","Symphyotrichum_laeve,3,D,9,4,2"
"1302",2,4,"A",4,4,"Symphyotrichum_laeve",4.86569870187988,"4,A,4","4,A,4,4","4,A,4,4,2","Symphyotrichum_laeve,4,A,4,4,2"
"1303",2,4,"A",5,4,"Symphyotrichum_laeve",4.86569870187988,"4,A,5","4,A,5,4","4,A,5,4,2","Symphyotrichum_laeve,4,A,5,4,2"
"1304",2,4,"B",4,4,"Symphyotrichum_laeve",14.5970961056396,"4,B,4","4,B,4,4","4,B,4,4,2","Symphyotrichum_laeve,4,B,4,4,2"
"1305",2,4,"C",1,4,"Symphyotrichum_laeve",41.358438965979,"4,C,1","4,C,1,4","4,C,1,4,2","Symphyotrichum_laeve,4,C,1,4,2"
"1306",2,4,"C",14,4,"Symphyotrichum_laeve",9.73139740375976,"4,C,14","4,C,14,4","4,C,14,4,2","Symphyotrichum_laeve,4,C,14,4,2"
"1307",2,4,"D",6,4,"Symphyotrichum_laeve",2.43284935093994,"4,D,6","4,D,6,4","4,D,6,4,2","Symphyotrichum_laeve,4,D,6,4,2"
"1308",2,5,"A",6,4,"Symphyotrichum_laeve",19.4627948075195,"5,A,6","5,A,6,4","5,A,6,4,2","Symphyotrichum_laeve,5,A,6,4,2"
"1309",2,5,"B",5,4,"Symphyotrichum_laeve",2.43284935093994,"5,B,5","5,B,5,4","5,B,5,4,2","Symphyotrichum_laeve,5,B,5,4,2"
"1310",2,5,"C",13,4,"Symphyotrichum_laeve",17.0299454565796,"5,C,13","5,C,13,4","5,C,13,4,2","Symphyotrichum_laeve,5,C,13,4,2"
"1311",2,5,"C",4,4,"Symphyotrichum_laeve",31.6270415622192,"5,C,4","5,C,4,4","5,C,4,4,2","Symphyotrichum_laeve,5,C,4,4,2"
"1312",2,5,"D",8,4,"Symphyotrichum_laeve",17.0299454565796,"5,D,8","5,D,8,4","5,D,8,4,2","Symphyotrichum_laeve,5,D,8,4,2"
"1313",2,6,"A",15,4,"Symphyotrichum_laeve",7.29854805281982,"6,A,15","6,A,15,4","6,A,15,4,2","Symphyotrichum_laeve,6,A,15,4,2"
"1314",2,6,"A",5,4,"Symphyotrichum_laeve",19.4627948075195,"6,A,5","6,A,5,4","6,A,5,4,2","Symphyotrichum_laeve,6,A,5,4,2"
"1315",2,7,"A",1,4,"Symphyotrichum_laeve",2.43284935093994,"7,A,1","7,A,1,4","7,A,1,4,2","Symphyotrichum_laeve,7,A,1,4,2"
"1316",2,1,"D",10,4,"Symphyotrichum_lanceolatum",3.98196868842507,"1,D,10","1,D,10,4","1,D,10,4,2","Symphyotrichum_lanceolatum,1,D,10,4,2"
"1317",2,1,"D",14,4,"Symphyotrichum_lanceolatum",3.98196868842507,"1,D,14","1,D,14,4","1,D,14,4,2","Symphyotrichum_lanceolatum,1,D,14,4,2"
"1318",2,1,"D",8,4,"Symphyotrichum_lanceolatum",1.32732289614169,"1,D,8","1,D,8,4","1,D,8,4,2","Symphyotrichum_lanceolatum,1,D,8,4,2"
"1319",2,1,"D",9,4,"Symphyotrichum_lanceolatum",5.30929158456676,"1,D,9","1,D,9,4","1,D,9,4,2","Symphyotrichum_lanceolatum,1,D,9,4,2"
"1320",2,2,"A",14,4,"Symphyotrichum_lanceolatum",112.822446172044,"2,A,14","2,A,14,4","2,A,14,4,2","Symphyotrichum_lanceolatum,2,A,14,4,2"
"1321",2,2,"B",11,4,"Symphyotrichum_lanceolatum",43.8016555726758,"2,B,11","2,B,11,4","2,B,11,4,2","Symphyotrichum_lanceolatum,2,B,11,4,2"
"1322",2,2,"B",14,4,"Symphyotrichum_lanceolatum",2.65464579228338,"2,B,14","2,B,14,4","2,B,14,4,2","Symphyotrichum_lanceolatum,2,B,14,4,2"
"1323",2,2,"B",15,4,"Symphyotrichum_lanceolatum",1.32732289614169,"2,B,15","2,B,15,4","2,B,15,4,2","Symphyotrichum_lanceolatum,2,B,15,4,2"
"1324",2,2,"C",11,4,"Symphyotrichum_lanceolatum",6.63661448070845,"2,C,11","2,C,11,4","2,C,11,4,2","Symphyotrichum_lanceolatum,2,C,11,4,2"
"1325",2,2,"C",12,4,"Symphyotrichum_lanceolatum",7.96393737685014,"2,C,12","2,C,12,4","2,C,12,4,2","Symphyotrichum_lanceolatum,2,C,12,4,2"
"1326",2,2,"C",14,4,"Symphyotrichum_lanceolatum",6.63661448070845,"2,C,14","2,C,14,4","2,C,14,4,2","Symphyotrichum_lanceolatum,2,C,14,4,2"
"1327",2,2,"C",7,4,"Symphyotrichum_lanceolatum",3.98196868842507,"2,C,7","2,C,7,4","2,C,7,4,2","Symphyotrichum_lanceolatum,2,C,7,4,2"
"1328",2,2,"D",11,4,"Symphyotrichum_lanceolatum",3.98196868842507,"2,D,11","2,D,11,4","2,D,11,4,2","Symphyotrichum_lanceolatum,2,D,11,4,2"
"1329",2,2,"D",14,4,"Symphyotrichum_lanceolatum",6.63661448070845,"2,D,14","2,D,14,4","2,D,14,4,2","Symphyotrichum_lanceolatum,2,D,14,4,2"
"1330",2,2,"D",5,4,"Symphyotrichum_lanceolatum",2.65464579228338,"2,D,5","2,D,5,4","2,D,5,4,2","Symphyotrichum_lanceolatum,2,D,5,4,2"
"1331",2,3,"A",10,4,"Symphyotrichum_lanceolatum",15.9278747537003,"3,A,10","3,A,10,4","3,A,10,4,2","Symphyotrichum_lanceolatum,3,A,10,4,2"
"1332",2,3,"A",13,4,"Symphyotrichum_lanceolatum",5.30929158456676,"3,A,13","3,A,13,4","3,A,13,4,2","Symphyotrichum_lanceolatum,3,A,13,4,2"
"1333",2,3,"B",1,4,"Symphyotrichum_lanceolatum",1.32732289614169,"3,B,1","3,B,1,4","3,B,1,4,2","Symphyotrichum_lanceolatum,3,B,1,4,2"
"1334",2,3,"B",14,4,"Symphyotrichum_lanceolatum",1.32732289614169,"3,B,14","3,B,14,4","3,B,14,4,2","Symphyotrichum_lanceolatum,3,B,14,4,2"
"1335",2,3,"B",2,4,"Symphyotrichum_lanceolatum",1.32732289614169,"3,B,2","3,B,2,4","3,B,2,4,2","Symphyotrichum_lanceolatum,3,B,2,4,2"
"1336",2,3,"C",1,4,"Symphyotrichum_lanceolatum",7.96393737685014,"3,C,1","3,C,1,4","3,C,1,4,2","Symphyotrichum_lanceolatum,3,C,1,4,2"
"1337",2,3,"C",11,4,"Symphyotrichum_lanceolatum",17.255197649842,"3,C,11","3,C,11,4","3,C,11,4,2","Symphyotrichum_lanceolatum,3,C,11,4,2"
"1338",2,3,"C",8,4,"Symphyotrichum_lanceolatum",7.96393737685014,"3,C,8","3,C,8,4","3,C,8,4,2","Symphyotrichum_lanceolatum,3,C,8,4,2"
"1339",2,3,"D",12,4,"Symphyotrichum_lanceolatum",9.29126027299183,"3,D,12","3,D,12,4","3,D,12,4,2","Symphyotrichum_lanceolatum,3,D,12,4,2"
"1340",2,4,"A",11,4,"Symphyotrichum_lanceolatum",2.65464579228338,"4,A,11","4,A,11,4","4,A,11,4,2","Symphyotrichum_lanceolatum,4,A,11,4,2"
"1341",2,4,"A",15,4,"Symphyotrichum_lanceolatum",2.65464579228338,"4,A,15","4,A,15,4","4,A,15,4,2","Symphyotrichum_lanceolatum,4,A,15,4,2"
"1342",2,4,"A",2,4,"Symphyotrichum_lanceolatum",35.8377181958256,"4,A,2","4,A,2,4","4,A,2,4,2","Symphyotrichum_lanceolatum,4,A,2,4,2"
"1343",2,4,"A",4,4,"Symphyotrichum_lanceolatum",6.63661448070845,"4,A,4","4,A,4,4","4,A,4,4,2","Symphyotrichum_lanceolatum,4,A,4,4,2"
"1344",2,4,"A",5,4,"Symphyotrichum_lanceolatum",2.65464579228338,"4,A,5","4,A,5,4","4,A,5,4,2","Symphyotrichum_lanceolatum,4,A,5,4,2"
"1345",2,4,"B",11,4,"Symphyotrichum_lanceolatum",23.8918121305504,"4,B,11","4,B,11,4","4,B,11,4,2","Symphyotrichum_lanceolatum,4,B,11,4,2"
"1346",2,4,"B",13,4,"Symphyotrichum_lanceolatum",3.98196868842507,"4,B,13","4,B,13,4","4,B,13,4,2","Symphyotrichum_lanceolatum,4,B,13,4,2"
"1347",2,4,"B",14,4,"Symphyotrichum_lanceolatum",2.65464579228338,"4,B,14","4,B,14,4","4,B,14,4,2","Symphyotrichum_lanceolatum,4,B,14,4,2"
"1348",2,4,"B",8,4,"Symphyotrichum_lanceolatum",9.29126027299183,"4,B,8","4,B,8,4","4,B,8,4,2","Symphyotrichum_lanceolatum,4,B,8,4,2"
"1349",2,4,"C",11,4,"Symphyotrichum_lanceolatum",15.9278747537003,"4,C,11","4,C,11,4","4,C,11,4,2","Symphyotrichum_lanceolatum,4,C,11,4,2"
"1350",2,4,"C",12,4,"Symphyotrichum_lanceolatum",3.98196868842507,"4,C,12","4,C,12,4","4,C,12,4,2","Symphyotrichum_lanceolatum,4,C,12,4,2"
"1351",2,4,"C",13,4,"Symphyotrichum_lanceolatum",13.2732289614169,"4,C,13","4,C,13,4","4,C,13,4,2","Symphyotrichum_lanceolatum,4,C,13,4,2"
"1352",2,4,"C",6,4,"Symphyotrichum_lanceolatum",29.2011037151172,"4,C,6","4,C,6,4","4,C,6,4,2","Symphyotrichum_lanceolatum,4,C,6,4,2"
"1353",2,4,"C",9,4,"Symphyotrichum_lanceolatum",47.7836242611008,"4,C,9","4,C,9,4","4,C,9,4,2","Symphyotrichum_lanceolatum,4,C,9,4,2"
"1354",2,4,"D",13,4,"Symphyotrichum_lanceolatum",46.4563013649592,"4,D,13","4,D,13,4","4,D,13,4,2","Symphyotrichum_lanceolatum,4,D,13,4,2"
"1355",2,4,"D",14,4,"Symphyotrichum_lanceolatum",1.32732289614169,"4,D,14","4,D,14,4","4,D,14,4,2","Symphyotrichum_lanceolatum,4,D,14,4,2"
"1356",2,4,"D",6,4,"Symphyotrichum_lanceolatum",2.65464579228338,"4,D,6","4,D,6,4","4,D,6,4,2","Symphyotrichum_lanceolatum,4,D,6,4,2"
"1357",2,4,"D",7,4,"Symphyotrichum_lanceolatum",1.32732289614169,"4,D,7","4,D,7,4","4,D,7,4,2","Symphyotrichum_lanceolatum,4,D,7,4,2"
"1358",2,4,"D",9,4,"Symphyotrichum_lanceolatum",2.65464579228338,"4,D,9","4,D,9,4","4,D,9,4,2","Symphyotrichum_lanceolatum,4,D,9,4,2"
"1359",2,5,"A",12,4,"Symphyotrichum_lanceolatum",38.492363988109,"5,A,12","5,A,12,4","5,A,12,4,2","Symphyotrichum_lanceolatum,5,A,12,4,2"
"1360",2,5,"A",9,4,"Symphyotrichum_lanceolatum",1.32732289614169,"5,A,9","5,A,9,4","5,A,9,4,2","Symphyotrichum_lanceolatum,5,A,9,4,2"
"1361",2,5,"B",11,4,"Symphyotrichum_lanceolatum",2.65464579228338,"5,B,11","5,B,11,4","5,B,11,4,2","Symphyotrichum_lanceolatum,5,B,11,4,2"
"1362",2,5,"B",14,4,"Symphyotrichum_lanceolatum",51.7655929495259,"5,B,14","5,B,14,4","5,B,14,4,2","Symphyotrichum_lanceolatum,5,B,14,4,2"
"1363",2,5,"B",15,4,"Symphyotrichum_lanceolatum",10.6185831691335,"5,B,15","5,B,15,4","5,B,15,4,2","Symphyotrichum_lanceolatum,5,B,15,4,2"
"1364",2,5,"C",14,4,"Symphyotrichum_lanceolatum",35.8377181958256,"5,C,14","5,C,14,4","5,C,14,4,2","Symphyotrichum_lanceolatum,5,C,14,4,2"
"1365",2,5,"C",15,4,"Symphyotrichum_lanceolatum",9.29126027299183,"5,C,15","5,C,15,4","5,C,15,4,2","Symphyotrichum_lanceolatum,5,C,15,4,2"
"1366",2,5,"C",9,4,"Symphyotrichum_lanceolatum",9.29126027299183,"5,C,9","5,C,9,4","5,C,9,4,2","Symphyotrichum_lanceolatum,5,C,9,4,2"
"1367",2,5,"D",1,4,"Symphyotrichum_lanceolatum",50.4382700533842,"5,D,1","5,D,1,4","5,D,1,4,2","Symphyotrichum_lanceolatum,5,D,1,4,2"
"1368",2,5,"D",2,4,"Symphyotrichum_lanceolatum",1.32732289614169,"5,D,2","5,D,2,4","5,D,2,4,2","Symphyotrichum_lanceolatum,5,D,2,4,2"
"1369",2,5,"D",6,4,"Symphyotrichum_lanceolatum",9.29126027299183,"5,D,6","5,D,6,4","5,D,6,4,2","Symphyotrichum_lanceolatum,5,D,6,4,2"
"1370",2,5,"D",8,4,"Symphyotrichum_lanceolatum",6.63661448070845,"5,D,8","5,D,8,4","5,D,8,4,2","Symphyotrichum_lanceolatum,5,D,8,4,2"
"1371",2,6,"A",11,4,"Symphyotrichum_lanceolatum",7.96393737685014,"6,A,11","6,A,11,4","6,A,11,4,2","Symphyotrichum_lanceolatum,6,A,11,4,2"
"1372",2,6,"A",13,4,"Symphyotrichum_lanceolatum",3.98196868842507,"6,A,13","6,A,13,4","6,A,13,4,2","Symphyotrichum_lanceolatum,6,A,13,4,2"
"1373",2,6,"A",15,4,"Symphyotrichum_lanceolatum",1.32732289614169,"6,A,15","6,A,15,4","6,A,15,4,2","Symphyotrichum_lanceolatum,6,A,15,4,2"
"1374",2,6,"A",6,4,"Symphyotrichum_lanceolatum",2.65464579228338,"6,A,6","6,A,6,4","6,A,6,4,2","Symphyotrichum_lanceolatum,6,A,6,4,2"
"1375",2,6,"A",8,4,"Symphyotrichum_lanceolatum",1.32732289614169,"6,A,8","6,A,8,4","6,A,8,4,2","Symphyotrichum_lanceolatum,6,A,8,4,2"
"1376",2,6,"B",11,4,"Symphyotrichum_lanceolatum",1.32732289614169,"6,B,11","6,B,11,4","6,B,11,4,2","Symphyotrichum_lanceolatum,6,B,11,4,2"
"1377",2,6,"B",15,4,"Symphyotrichum_lanceolatum",6.63661448070845,"6,B,15","6,B,15,4","6,B,15,4,2","Symphyotrichum_lanceolatum,6,B,15,4,2"
"1378",2,6,"B",4,4,"Symphyotrichum_lanceolatum",2.65464579228338,"6,B,4","6,B,4,4","6,B,4,4,2","Symphyotrichum_lanceolatum,6,B,4,4,2"
"1379",2,6,"C",15,4,"Symphyotrichum_lanceolatum",2.65464579228338,"6,C,15","6,C,15,4","6,C,15,4,2","Symphyotrichum_lanceolatum,6,C,15,4,2"
"1380",2,6,"C",9,4,"Symphyotrichum_lanceolatum",2.65464579228338,"6,C,9","6,C,9,4","6,C,9,4,2","Symphyotrichum_lanceolatum,6,C,9,4,2"
"1381",2,6,"D",1,4,"Symphyotrichum_lanceolatum",9.29126027299183,"6,D,1","6,D,1,4","6,D,1,4,2","Symphyotrichum_lanceolatum,6,D,1,4,2"
"1382",2,6,"D",12,4,"Symphyotrichum_lanceolatum",3.98196868842507,"6,D,12","6,D,12,4","6,D,12,4,2","Symphyotrichum_lanceolatum,6,D,12,4,2"
"1383",2,6,"D",14,4,"Symphyotrichum_lanceolatum",13.2732289614169,"6,D,14","6,D,14,4","6,D,14,4,2","Symphyotrichum_lanceolatum,6,D,14,4,2"
"1384",2,6,"D",15,4,"Symphyotrichum_lanceolatum",2.65464579228338,"6,D,15","6,D,15,4","6,D,15,4,2","Symphyotrichum_lanceolatum,6,D,15,4,2"
"1385",2,6,"D",4,4,"Symphyotrichum_lanceolatum",2.65464579228338,"6,D,4","6,D,4,4","6,D,4,4,2","Symphyotrichum_lanceolatum,6,D,4,4,2"
"1386",2,6,"D",8,4,"Symphyotrichum_lanceolatum",7.96393737685014,"6,D,8","6,D,8,4","6,D,8,4,2","Symphyotrichum_lanceolatum,6,D,8,4,2"
"1387",2,7,"A",1,4,"Symphyotrichum_lanceolatum",6.63661448070845,"7,A,1","7,A,1,4","7,A,1,4,2","Symphyotrichum_lanceolatum,7,A,1,4,2"
"1388",2,7,"A",13,4,"Symphyotrichum_lanceolatum",5.30929158456676,"7,A,13","7,A,13,4","7,A,13,4,2","Symphyotrichum_lanceolatum,7,A,13,4,2"
"1389",2,7,"A",15,4,"Symphyotrichum_lanceolatum",79.6393737685014,"7,A,15","7,A,15,4","7,A,15,4,2","Symphyotrichum_lanceolatum,7,A,15,4,2"
"1390",2,7,"B",12,4,"Symphyotrichum_lanceolatum",13.2732289614169,"7,B,12","7,B,12,4","7,B,12,4,2","Symphyotrichum_lanceolatum,7,B,12,4,2"
"1391",2,7,"B",15,4,"Symphyotrichum_lanceolatum",11.9459060652752,"7,B,15","7,B,15,4","7,B,15,4,2","Symphyotrichum_lanceolatum,7,B,15,4,2"
"1392",2,7,"C",14,4,"Symphyotrichum_lanceolatum",5.30929158456676,"7,C,14","7,C,14,4","7,C,14,4,2","Symphyotrichum_lanceolatum,7,C,14,4,2"
"1393",2,7,"D",10,4,"Symphyotrichum_lanceolatum",7.96393737685014,"7,D,10","7,D,10,4","7,D,10,4,2","Symphyotrichum_lanceolatum,7,D,10,4,2"
"1394",2,7,"D",7,4,"Symphyotrichum_lanceolatum",119.459060652752,"7,D,7","7,D,7,4","7,D,7,4,2","Symphyotrichum_lanceolatum,7,D,7,4,2"
"1395",2,1,"A",13,1,"Symphyotrichum_oolentangiense",8.14332231737012,"1,A,13","1,A,13,1","1,A,13,1,2","Symphyotrichum_oolentangiense,1,A,13,1,2"
"1396",2,2,"B",10,4,"Symphyotrichum_oolentangiense",28.5016281107954,"2,B,10","2,B,10,4","2,B,10,4,2","Symphyotrichum_oolentangiense,2,B,10,4,2"
"1397",2,2,"B",15,4,"Symphyotrichum_oolentangiense",14.2508140553977,"2,B,15","2,B,15,4","2,B,15,4,2","Symphyotrichum_oolentangiense,2,B,15,4,2"
"1398",2,2,"B",7,4,"Symphyotrichum_oolentangiense",6.10749173802759,"2,B,7","2,B,7,4","2,B,7,4,2","Symphyotrichum_oolentangiense,2,B,7,4,2"
"1399",2,2,"C",13,4,"Symphyotrichum_oolentangiense",8.14332231737012,"2,C,13","2,C,13,4","2,C,13,4,2","Symphyotrichum_oolentangiense,2,C,13,4,2"
"1400",2,2,"D",4,4,"Symphyotrichum_oolentangiense",54.9674256422483,"2,D,4","2,D,4,4","2,D,4,4,2","Symphyotrichum_oolentangiense,2,D,4,4,2"
"1401",2,2,"D",5,4,"Symphyotrichum_oolentangiense",24.4299669521104,"2,D,5","2,D,5,4","2,D,5,4,2","Symphyotrichum_oolentangiense,2,D,5,4,2"
"1402",2,3,"A",13,4,"Symphyotrichum_oolentangiense",34.609119848823,"3,A,13","3,A,13,4","3,A,13,4,2","Symphyotrichum_oolentangiense,3,A,13,4,2"
"1403",2,3,"A",14,4,"Symphyotrichum_oolentangiense",8.14332231737012,"3,A,14","3,A,14,4","3,A,14,4,2","Symphyotrichum_oolentangiense,3,A,14,4,2"
"1404",2,3,"A",15,4,"Symphyotrichum_oolentangiense",6.10749173802759,"3,A,15","3,A,15,4","3,A,15,4,2","Symphyotrichum_oolentangiense,3,A,15,4,2"
"1405",2,3,"A",9,4,"Symphyotrichum_oolentangiense",374.592826599026,"3,A,9","3,A,9,4","3,A,9,4,2","Symphyotrichum_oolentangiense,3,A,9,4,2"
"1406",2,3,"B",11,4,"Symphyotrichum_oolentangiense",16.2866446347402,"3,B,11","3,B,11,4","3,B,11,4,2","Symphyotrichum_oolentangiense,3,B,11,4,2"
"1407",2,3,"B",12,4,"Symphyotrichum_oolentangiense",99.755698387784,"3,B,12","3,B,12,4","3,B,12,4,2","Symphyotrichum_oolentangiense,3,B,12,4,2"
"1408",2,3,"D",12,4,"Symphyotrichum_oolentangiense",16.2866446347402,"3,D,12","3,D,12,4","3,D,12,4,2","Symphyotrichum_oolentangiense,3,D,12,4,2"
"1409",2,4,"A",11,4,"Symphyotrichum_oolentangiense",20.3583057934253,"4,A,11","4,A,11,4","4,A,11,4,2","Symphyotrichum_oolentangiense,4,A,11,4,2"
"1410",2,4,"A",4,4,"Symphyotrichum_oolentangiense",24.4299669521104,"4,A,4","4,A,4,4","4,A,4,4,2","Symphyotrichum_oolentangiense,4,A,4,4,2"
"1411",2,4,"B",2,4,"Symphyotrichum_oolentangiense",42.7524421661931,"4,B,2","4,B,2,4","4,B,2,4,2","Symphyotrichum_oolentangiense,4,B,2,4,2"
"1412",2,4,"D",10,4,"Symphyotrichum_oolentangiense",10.1791528967127,"4,D,10","4,D,10,4","4,D,10,4,2","Symphyotrichum_oolentangiense,4,D,10,4,2"
"1413",2,5,"B",15,4,"Symphyotrichum_oolentangiense",8.14332231737012,"5,B,15","5,B,15,4","5,B,15,4,2","Symphyotrichum_oolentangiense,5,B,15,4,2"
"1414",2,5,"C",9,4,"Symphyotrichum_oolentangiense",50.8957644835633,"5,C,9","5,C,9,4","5,C,9,4,2","Symphyotrichum_oolentangiense,5,C,9,4,2"
"1415",2,6,"A",13,4,"Symphyotrichum_oolentangiense",8.14332231737012,"6,A,13","6,A,13,4","6,A,13,4,2","Symphyotrichum_oolentangiense,6,A,13,4,2"
"1416",2,6,"A",4,4,"Symphyotrichum_oolentangiense",4.07166115868506,"6,A,4","6,A,4,4","6,A,4,4,2","Symphyotrichum_oolentangiense,6,A,4,4,2"
"1417",2,6,"D",1,4,"Symphyotrichum_oolentangiense",8.14332231737012,"6,D,1","6,D,1,4","6,D,1,4,2","Symphyotrichum_oolentangiense,6,D,1,4,2"
"1418",2,6,"D",15,4,"Symphyotrichum_oolentangiense",4.07166115868506,"6,D,15","6,D,15,4","6,D,15,4,2","Symphyotrichum_oolentangiense,6,D,15,4,2"
"1419",2,7,"B",5,4,"Symphyotrichum_oolentangiense",69.218239697646,"7,B,5","7,B,5,4","7,B,5,4,2","Symphyotrichum_oolentangiense,7,B,5,4,2"
"1420",2,7,"C",6,4,"Symphyotrichum_oolentangiense",10.1791528967127,"7,C,6","7,C,6,4","7,C,6,4,2","Symphyotrichum_oolentangiense,7,C,6,4,2"
"1421",2,7,"C",9,4,"Symphyotrichum_oolentangiense",59.0390868009334,"7,C,9","7,C,9,4","7,C,9,4,2","Symphyotrichum_oolentangiense,7,C,9,4,2"
"1422",2,7,"D",7,4,"Symphyotrichum_oolentangiense",16.2866446347402,"7,D,7","7,D,7,4","7,D,7,4,2","Symphyotrichum_oolentangiense,7,D,7,4,2"
"1423",2,1,"B",13,1,"Tradescantia_occidentalis",15.3889345339769,"1,B,13","1,B,13,1","1,B,13,1,2","Tradescantia_occidentalis,1,B,13,1,2"
"1424",2,1,"B",15,1,"Tradescantia_occidentalis",15.3889345339769,"1,B,15","1,B,15,1","1,B,15,1,2","Tradescantia_occidentalis,1,B,15,1,2"
